Headline,Body_ID,Stance
Tourist dubbed ‘Spider Man’ after spider burrows under skin for days,181,3
Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border,2385,0
"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",75,3
Isis 'fed murdered kidnap victim to his own mother after she travelled to their headquarters and demanded to see him',1442,3
Dog abandoned at Scottish rail station with suitcase full of belongings  Read more: http://www.ctvnews.ca/world/dog-abandoned-at-scottish-rail-station-with-suitcase-full-of-belongings-1.2175026#ixzz3O9Shc1IO,695,3
Isis Syria News: Video Shows US Airdropped Weapons and Grenades 'Captured by Islamic State',2509,2
God Is A Woman – Resurrected Father Narated,2265,3
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1797,0
"UPDATED 'Jihadi John' identified as Mohammed Emwazi of London, reports say",503,3
US officials: Video shows American's execution,1385,3
Guantanamo detainee who was swapped in prisoner deal for Bowe Bergdahl 'tried to rejoin 'Al Qaeda',1251,3
"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit""",2240,3
Video shows ISIL beheading of photojournalist James Foley,726,0
"Absent from duty for 25 years, CPWD official dismissed",1266,3
Spurned wife leaves cheating husband and twin naked in busy car park,480,3
Lebanon detains wife and son of Al-Baghdadi,530,3
Brian Williams Insists NBC News Meteorologist Did Not Pee in the Snow While on Air,1047,3
Unverified video shows beheading of aid worker David Haines,1360,3
Michael Phelps’ ‘girlfriend’ reveals she was born a man – and never told the swimmer,1524,3
CARLISLE HEAD SLAPPER ATTACKS SNEEZING WOMEN,1521,3
David Haines beheading video confirmed genuine; UK PM Cameron vows to hunt down ISIS 'monsters',1011,3
Small Meteorite Strikes in Nicaragua's Capital City of Managua,269,3
"Is Apple about to launch a totally redesigned, 12-inch MacBook Air?",1852,3
This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift,1646,3
Somalia Shebab chief Ahmed Abdi Godane likely dead in US strike: Source,1306,2
"Hoax Report Claims 250,000 Texas Turkeys Infected With Ebola",1606,3
BREAKING: ISIS Beheads American Journalist James Wright Foley,26,3
"Man chops off his own penis, throws it in the trash after getting dumped for bad bedroom skills",1400,3
Lebanon detains wife and son of Al-Baghdadi,2155,2
Star Wars: The Force Awakens to be released this summer?,808,3
"A message from Jim's mom, Diane Foley:",2067,0
"Report: Apple Watch to start at $500 in stainless steel, thousands for gold model",444,3
"McDonald’s Removing Big Mac? Nope, ‘Apple Pies And Eliminating Large Size Options’ Article is Fake",1777,0
"Kim Jong-un Broke Both Ankles and Is Hospitalized, Report Claims",2053,2
Christian Bale Is Steve Jobs,1215,0
NET Extra: Back-from-the-dead Catholic priest claims God is a female...,2266,3
SEE IT: California homeless man uses $100 gift to give food to others,1948,3
Apple 'working on 12-inch MacBook Air',727,3
Boko Haram denies it has agreed ceasefire,2463,2
Video Purports To Show Beheading Of U.S. Journalist By Militants,847,2
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,2307,3
"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",1104,3
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1256,3
BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,1940,3
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1923,1
Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,1543,3
Alleged audio of Michael Brown shooting has surfaced,2317,2
ISIL Beheads American Photojournalist in Iraq,826,3
James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,572,3
Snowmen Declared Anti-Islamic As Snow Falls in Saudi Arabia,942,3
Nicaragua meteorite: Experts attempt to understand whether mysterious meteorite fell from passing Pitbull asteroid,724,3
Ottawa shooting: Slain soldier named as Nathan Cirillo while suspect identified as Michael Zehaf-Bibeau,804,3
Spider burrowed through tourist's stomach and up into his chest,859,3
Small Meteorite Strikes in Nicaragua's Capital City of Managua,2307,3
"Nigeria's missing girls 'to be released by Boko Haram', government aide claims",1374,3
Pumpkin Spice Condoms Could Be The Only Thing To Save The World From Basic Children,740,2
Another ISIS Massacre: ISIS Kills 300 Iraqi Soldiers With Chlorine Gas,693,3
Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved,2197,3
ISIS leader ‘killed’ in US airstrikes,35,3
Wife and son of Islamic State leader Abu Bakr al-Baghdadi detained in Lebanon,324,3
Seth Rogen Eyed to Play Apple's Steve Wozniak in Christian Bale's Steve Jobs Movie (Exclusive),1157,3
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,1143,2
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,1803,3
"No, Banksy has not been arrested (sigh)",324,3
Killing in the name of! Kim Jong-un launches attack on others named 'Kim Jong-un',2032,2
Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,1628,3
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",2524,2
"Spider burrowed into appendix scar, crawled through WA man's body",2175,3
"Unconfirmed: ISIS Claims Kayla Mueller, American Female Hostage, Is Dead",493,3
Man who skipped work for 24 years is finally fired,932,0
DHS: GOP Rep.’s Claim ISIS Members Caught at U.S. Border ‘Categorically False’,130,3
Man who SLAPS people if they sneeze in public being hunted by police,2297,3
Comcast gets customer fired for complaining about poor service,2434,3
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,1099,2
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",139,3
Utah Man Hospitalized After Winning Eggnog Chugging Contest,1349,3
"Kevin Vickers, Sergeant-At-Arms, Shoots a Shooting Suspect in Ottawa; Called a ‘Hero’",139,3
"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",47,3
James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,1036,2
Meteorite strike in Nicaragua puzzles experts,1594,1
NBC weatherman caught urinating in the woods live on air,992,3
"North Korean leader Kim Jong Un had ankle surgery, report says",2417,2
Purported ISIS claim: Jordan airstrike kills female US hostage,2033,3
Christian Bale in Talks to Play Steve Jobs (Exclusive),1296,3
Pentagon: 1 weapons bundle seized by militants,2397,2
"Apple 12-Inch MacBook Air Details Emerge; Device Could Be Thinner, Lighter Than Current Model",2252,3
Texas plumber's truck on front line of Syria war,1603,3
It's back! The incredible new Batmobile takes a spin around Detroit... after rumors it had been STOLEN,1718,3
Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of 'kill shots',2345,0
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,1252,3
ISIS militants trick mother into ‘eating her kidnapped son’,568,3
'Banksy' Reacts To Paris Attack With Poignant Drawing,1867,3
Nicaragua Meteorite Impact Theory May Be Meteor-wrong,524,3
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",1939,3
Sergeant-at-Arms stopped shooter on Parliament Hill,139,3
First bendgate... now it's HAIRGATE: Angry iPhone 6 owners claim design is causing chunks of their hair to be ripped out when they make a phone call,2303,3
Paul Revere's 1795 time capsule unearthed,1679,3
Did Paul Rudd Help Tackle That Dallas Airport Gay-Basher?,979,3
WAS NBC METEOROLOGIST MIKE SEIDEL PEEING IN THE SNOW ON CAMERA? A TESTY BRIAN WILLIAMS EXPLAINS,1319,2
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,992,3
"Boko Haram agrees to ceasefire, release of school girls",2144,2
SEE IT: California homeless man uses $100 gift to give food to others,585,3
"No, Saudi TV Did Not Blur Out Images of Michelle Obama",2453,0
Newly-Found Document Holds Eyewitness Account of Jesus Performing Miracle,385,0
North Korea denies plans to open a restaurant in Scotland,955,3
"Report: new 12-inch MacBook Air slims down, has single USB port",879,3
"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",1107,3
Cheese blamed for North Korean leader Kim Jong-un's broken ankles,1939,3
Duped again: Macaulay Culkin is not dead,195,3
US officials: Video shows American's execution,1574,3
Judicial Watch's Farrell: ISIS Terrorists Did Cross Mexican Border,1893,3
"A Vice Guide To Spending $300,000 On Dinner",1358,3
Boko Haram ceasefire ignored as violence flares in Borno state,2272,1
Jihadi John ‘identified as British man from West London’,527,3
Missing American journalist reportedly beheaded by Islamic State ,874,3
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,524,3
"Pope Francis did not tell boy heaven has room for pets, contrary to report",1940,3
Video: Marine survives Taliban sniper headshot thanks to helmet,7,3
Pentagon: death of al Shabaab leader in U.S. strike would be major blow,1931,3
Was The Batmobile Stolen In Detroit?,1213,3
Batman Set To Play Steve Jobs In Upcoming Biopic,2343,2
"Boko Haram denies truce, says kidnapped girls married",5,3
REPORT: Alleged New Audio of Michael Brown Shooting,2118,2
Is this the world's oldest burger? Man claims to have kept McDonald's Quarter Pounder for 20 YEARS,1790,3
Nicaraguan commission on possible meteorite crash presents rock samples,586,3
"Video showing American journalist beheaded believed real, officials and family say",2386,0
Rumors of ISIS leader's death debunked,2036,3
Dog abandoned at Scottish rail station with suitcase full of belongings  Read more: http://www.ctvnews.ca/world/dog-abandoned-at-scottish-rail-station-with-suitcase-full-of-belongings-1.2175026#ixzz3O9Shc1IO,269,3
"#Hairgate: Reports of iPhone 6 pulling out hair, beards, likely exaggerated",689,3
Pentagon confirms al-Shabab leader killed in airstrike in Somalia,1176,2
"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",1374,3
Passenger Wears A Hazmat Suit To Dulles Airport [PHOTO],1730,3
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,574,3
Search launched for dog's owner after pooch found dumped next to suitcase filled with belongings,530,3
"Soldier shot, Parliament locked down after gunfire erupts at war memorial",373,3
[Updated] Saudi State Television Allegedly Blurs Michelle Obama’s Face During Meeting With New Saudi King,2251,3
ISIL Beheads American Photojournalist in Iraq,1549,3
Cold Turkey,2200,2
Lego letter from the 1970s still offers a powerful message to parents 40 years later,1547,0
Man discovers spider living under his skin during Bali vacation,1864,2
Best Christmas present ever? Heartwarming moment app developer reveals to his parents he had paid off their mortgage,2459,0
Shots Heard In Alleged Brown Shooting Recording [AUDIO],530,3
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,2097,3
PGA Tour Denies Claim That Tiger Woods Failed A Drug Test,1787,3
LOL: RICH JOHNSTON SAYS THE BATMOBILE HAS BEEN STOLEN IN DETROIT,734,3
Soldier shot at War Memorial; multiple shots fired in Parliament,2281,0
"Mass Graves Found In Mexico, Near Place Where 43 Students Went Missing",695,2
British Aid Worker Confirmed Murdered By ISIS,1645,3
Pope Francis turns out not to have made pets in heaven comment,1408,3
Magic Mushrooms Found on Buckingham Palace Grounds,1524,3
North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,2344,3
ISIS Getting Ebola,295,3
"Stainless steel Apple Watch could cost just $499, but gold will be 10 times as pricey",2409,3
Update: Did Boston.com Make Up This Story About The Web Sheriff Ben Edelman Sending Racist Emails?,1679,3
Kim Jong-un drinks rare snake wine to boost love life!,1827,2
Isis tells mother on rescue mission :’You’ve just eaten your son’,1803,3
ISIS militants trick mother into ‘eating her kidnapped son’,2219,2
Tropical spider burrowed under Bali tourist's skin,214,3
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,220,3
Latest iOS 8 bug reportedly causes unwanted deletion of iCloud Drive documents,1224,3
Pumpkin Spice condoms? Don't fall for this hoax.,2252,0
"Islamic State leader's family detained by Lebanon, officials say",1468,2
Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,1036,2
Brian Williams Debunks Peeing Meteorologist Report On ‘NBC Nightly News': Video,831,3
Best Christmas present ever? Heartwarming moment app developer reveals to his parents he had paid off their mortgage,377,3
ISIS Seemingly Beheaded American Journalist James Wright Foley,1500,3
New Audio Allegedly Captures Moment Michael Brown Was Shot,2481,2
Report: US Drones Over Syria Looking for ISIS Leader Abu Bakr al-Baghdadi,1544,3
Pentagon: Somali terror group leader killed in U.S. airstrike,1835,2
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",26,3
Cold Turkey,1785,3
Setting the record straight on tor,1314,3
